,id,preprocessed
5286,4766,['cement']
5287,4767,"['kind', 'portland', 'cement']"
5288,4768,['cement']
5289,4769,['cement']
5290,4770,"['asbestos', 'fiber']"
5291,4771,['fiber']
5292,4772,"['asbestos', 'fiber']"
5293,4773,"['asbestos', 'powder']"
5294,4774,['powder']
5295,4775,"['asbestos', 'powder']"
5296,4776,"['form', 'asbestos']"
5297,4777,['asbestos']
5298,4778,"['form', 'asbestos', 'asbestos']"
5299,4779,"['sheet', 'splitting']"
5300,4780,['powder']
5301,4781,['waste']
5302,4782,['steatite']
5303,4783,['steatite']
5304,4784,['quiolite']
5305,4786,"['plywood', 'layer', 'wood']"
5306,4787,['plywood']
5307,4788,[]
5308,4789,['plywood']
5309,4791,"['frame', 'forpainting', 'photograph', 'mirror']"
5310,4792,"['case', 'box', 'crate', 'drum']"
5311,4793,"['pallet', 'box', 'pallet']"
5312,4794,"['cask', 'barrel', 'vat']"
5313,4795,"['cask', 'barrel', 'vat', 'wood']"
5314,4796,"['tool', 'wood']"
5315,4797,"['boot', 'shoe', 'tree', 'wood', 'forshoe']"
5316,4798,"['tool', 'tool', 'body', 'tool', 'handle', 'broom', 'body']"
5317,4799,"['window', 'frenchwindow', 'frame']"
5318,4800,"['paper', 'cm', 'mm']"
5319,4801,"['roll', 'sheet']"
5320,4803,"['paper', 'cellulose', 'cm', 'sheet']"
5321,4805,"['paperboard', 'self', 'roll', 'sheet']"
5322,4806,"['paper', 'roll', 'sheet']"
5323,4807,"['paper', 'paperboard']"
5324,4808,"['nitrobenzoic', 'acid']"
5325,4809,['perbenzoate']
5326,4810,"['manganese', 'ore']"
5327,4811,"['sulphide', 'copper', 'ore']"
5328,4812,['ore']
5329,4813,['nickel']
5330,4814,['cobalt']
5331,4815,"['aluminium', 'ore']"
5332,4816,"['aluminium', 'ore']"
5333,4817,"['aluminium', 'ore']"
5334,4818,['lead']
5335,4819,"['sulphide', 'zinc', 'ore']"
5336,4820,"['zinc', 'ore']"
5337,4821,['tin']
5338,4822,"['chromium', 'ore']"
5339,4823,['chromium']
5340,4824,['ore']
5341,4825,[]
5342,4826,['thorium']
5343,4827,"['molybdenum', 'ore']"
5344,4828,"['molybdenum', 'ore']"
5345,4829,"['molybdenum', 'ore']"
5346,4830,"['molybdenum', 'ore']"
5347,4831,"['zinc', 'sulphide']"
5348,4832,['sulphide']
5349,4833,['polysulphide']
5350,4834,['sodium']
5351,4835,['sodium']
5352,4836,"['sodium', 'sulphoxylate', 'formaldehyde']"
5353,4837,['sodium']
5354,4838,"['zinc', 'dithionite']"
5355,4839,"['dithionite', 'sulphoxylate']"
5356,4840,"['disodium', 'sulphite']"
5357,4841,"['disodium', 'sulphite']"
5358,4842,['sulphite']
5359,4843,"['ammonium', 'thiosulphate']"
5360,4844,"['sodium', 'thiosulphate']"
5361,4845,['thiosulphate']
5362,4846,"['disodium', 'sulphate']"
5363,4847,"['disodium', 'sulphate']"
5364,4848,"['sodium', 'sulphate']"
5365,4849,"['magnesium', 'sulphate']"
5366,4850,"['aluminiium', 'sulphate']"
5367,4851,"['chromium', 'sulphate']"
5368,4852,"['nickel', 'sulphate']"
5369,4853,['sulphate']
5370,4854,['sulphate']
5371,4855,"['zinc', 'sulphate']"
5372,4856,"['barium', 'sulphate', 'weight']"
5373,4857,"['barium', 'sulphate']"
5374,4858,['sulphate']
5375,4859,"['tin', 'methanesulphonate']"
5376,4860,"['metasulphonate', 'acid', 'salt']"
5377,4861,"['acid', 'salt']"
5378,4862,"['acid', 'salt']"
5379,4863,"['acid', 'acid']"
5380,4864,"['sodium', 'naphthalenesulphonate']"
5381,4865,"['beta', 'acid']"
5382,4866,"['acid', 'salt']"
5383,4867,"['acid', 'salt', 'ester']"
5384,4868,"['acid', 'salt']"
5385,4869,"['derivative', 'hydrocarbon', 'salt']"
5386,4870,[]
5387,4871,['nitropropane']
5388,4872,['dinitrotoluene']
5389,4873,['trinitrotoluene']
5390,4874,['nitrotoluene']
5391,4875,[]
5392,4876,['trinitrobenzene']
5393,4877,"['derivative', 'benzene']"
5394,4878,"['derivative', 'xylene']"
5395,4879,"['nitroethane', 'nitromethane']"
5396,4880,"['derivative', 'hydrocarbon']"
5397,4881,['nitrobenzene']
5398,4882,['dinitrobenzene']
5399,4883,"['monocarboxylic', 'acid']"
5400,4884,"['roll', 'sheet']"
5401,4887,"['butadiene', 'rubber', 'oil']"
5402,4888,"['butadiene', 'rubber', 'foil', 'sheet', 'strip']"
5403,4889,"['isobutene', 'isoprene', 'rubber', 'foil']"
5404,4890,"['isobutene', 'isoprene', 'rubber', 'foil']"
5405,4891,"['rubber', 'chloroprene']"
5406,4892,['foil']
5407,4893,"['rubber', 'acrylonitrile']"
5408,4894,"['butadiene', 'rubber', 'foil', 'sheet']"
5409,4895,"['isoprene', 'rubber', 'foil', 'sheet', 'strip']"
5410,4896,"['rubber', 'foil']"
5411,4897,"['triphosphate', 'degree', 'oms']"
5412,4898,"['sodium', 'triphosphate', 'sodium', 'tripolyphosphate']"
5413,4899,"['sodium', 'metaphosphate']"
5414,4900,"['sodium', 'pyrophosphate']"
5415,4901,['pyrophosphate']
5416,4902,['phosphinate']
5417,4903,"['ammonium', 'carbonate']"
5418,4904,"['disodium', 'carbonate']"
5419,4905,"['disodium', 'carbonate']"
5420,4906,"['hydrogencarbonate', 'sodium']"
5421,4907,"['potassium', 'carbonate']"
5422,4908,"['calcium', 'carbonate']"
5423,4909,"['barium', 'carbonate']"
5424,4910,['isodecanol']
5425,4911,['decanol']
5426,4912,"['magnesium', 'ethylate']"
5427,4913,"['sodium', 'methylate']"
5428,4914,"['sodium', 'ethylate']"
5429,4915,['metallic']
5430,4916,['ol']
5431,4917,['isononanol']
5432,4918,['isotridecanol']
5433,4919,['tetrahydrolinalol']
5434,4920,[]
5435,4921,"['petanol', 'alcohol', 'isomer']"
5436,4922,['monoalcohol']
5437,4923,['linalol']
5438,4924,[]
5439,4925,"['dihydromyrcenol', 'ol']"
5440,4926,"['terpene', 'alcohol']"
5441,4927,['alcohol']
5442,4928,['monoalcohol']
5443,4929,"['ethylene', 'glycol', 'ethanediol']"
5444,4930,"['propylene', 'glycol', 'diol']"
5445,4931,"['diol', 'hexylene', 'glycol']"
5446,4932,['diol']
5447,4933,"['butyleneglycol', 'diol']"
5448,4934,"['adiol', 'alcohol']"
5449,4935,['diol']
5450,4936,"['alcohol', 'function', 'anhydride']"
5451,4937,['acid']
5452,4938,"['salt', 'acid']"
5453,4939,"['o', 'acid']"
5454,4940,"['aluminium', 'o', 'acetylsalicylate']"
5455,4941,"['salt', 'o', 'acetylsalicylate', 'acid']"
5456,4942,"['ester', 'o', 'acetylsalicylate', 'acid']"
5457,4943,"['ester', 'acid', 'salt']"
5458,4944,['acid']
5459,4945,"['p', 'hydroxybenzoic', 'acid']"
5460,4946,[]
5461,4947,['propylparaben']
5462,4948,"['salt', 'ester', 'hydroxybenzoic', 'acid']"
5463,4949,"['acid', 'salt', 'ester']"
5464,4950,"['di', 'tert']"
5465,4951,"['di', 'tert']"
5466,4952,"['acid', 'phenol', 'function', 'anhydride']"
5467,4953,[]
5468,4954,['acetate']
5469,4955,['acid']
5470,4956,"['sodium', 'dehydrocholate']"
5471,4957,"['magnesium', 'dehydrocholate']"
5472,4958,"['salt', 'acid']"
5473,4959,"['nitromethylbenzylidene', 'acetyl']"
5474,4960,"['semi', 'coke', 'coal', 'lignite', 'peat']"
5475,4961,"['coal', 'gas', 'water', 'hydrocarbon']"
5476,4962,"['tar', 'coal', 'lignite', 'peat']"
5477,4963,"['benzol', 'product', 'distillation', 'coal', 'tar']"
5478,4964,"['product', 'distillation', 'coal', 'tar']"
5479,4965,"['product', 'distillation', 'coal', 'tar']"
5480,4966,"['product', 'distillation', 'coal', 'tar']"
5481,4967,[]
5482,4968,['cresol']
5483,4969,['phenol']
5484,4970,['oil']
5485,4971,"['oil', 'distillation', 'coal', 'tar']"
5486,4972,['cresol']
5487,4973,"['oil', 'product', 'tar', 'distillation']"
5488,4974,"['mineral', 'tar']"
5489,4975,"['coke', 'mineral', 'tar']"
5490,4976,"['petroleum', 'oil', 'crude']"
5491,4977,"['oil', 'mineral', 'crude']"
5492,4978,"['petro', 'chemistry']"
5493,4979,"['barium', 'carbonate', 'content', 'weight']"
5494,4980,"['belt', 'leather', 'composition']"
5495,4981,"['use', 'leather', 'compos']"
5496,4982,"['article', 'leather', 'composition', 'leather']"
5497,4983,"['article', 'gut', 'bladder', 'tendon']"
5498,4984,['catgut']
5499,4985,"['work', 'gut', 'baudruche', 'bladder', 'tendon']"
5500,4987,"['dichloroaniline', 'salt']"
5501,4988,"['sulfate', 'salt']"
5502,4989,"['polymer', 'form']"
5503,4990,"['ion', 'exchanger', 'copolymer']"
5504,4991,"['exchanger', 'polystyrene', 'copolymer']"
5505,4992,"['ion', 'exchanger', 'form']"
5506,4993,"['paring', 'scrap', 'polymer', 'ethylene']"
5507,4994,"['paring', 'scrap', 'polymer', 'styrene']"
5508,4995,"['paring', 'polymer', 'vinyl', 'chloride']"
5509,4996,"['paring', 'scrap', 'plastic']"
5510,4997,"['monofilament', 'polymer', 'ethylene']"
5511,4998,"['monofilament', 'polymer', 'vinyl', 'chloride']"
5512,4999,"['monofilament', 'plastic']"
5513,5000,"['stick', 'profile', 'plastic']"
5514,5001,"['gut', 'protein']"
5515,5002,"['gut', 'cellulose']"
5516,5003,"['gut', 'plastic']"
5517,5004,"['tire', 'bus', 'truck']"
5518,5005,"['tire', 'airplane']"
5519,5006,"['tire', 'motocycle']"
5520,5007,"['tire', 'bycicle']"
5521,5008,"['tire', 'vehicle', 'forest', 'machine']"
5522,5009,"['tire', 'vehicle', 'cm']"
5523,5010,"['tire', 'mm']"
5524,5011,"['tire', 'forcontruction', 'vehicle', 'mm']"
5525,5012,"['tire', 'forcontruction', 'vehicle', 'cm']"
5526,5013,"['tire', 'band', 'fish', 'spine']"
5527,5014,"['tire', 'rubber', 'band', 'fish', 'spine']"
5528,5015,"['tire', 'rubber', 'herring', 'bone', 'bulldozer']"
5529,5016,"['tire', 'rubber']"
5530,5017,"['tire', 'rubber', 'band', 'wheelwork', 'form', 'fish', 'sp']"
5531,5018,"['sleeper', 'wood', 'railroad']"
5532,5019,"['wood', 'sleeper', 'railroad']"
5533,5023,"['mahogany', 'wood', 'sawn', 'sheet']"
5534,5024,"['imbuia', 'wood', 'sawn', 'sheet']"
5535,5025,"['wood', 'sawn', 'sheet']"
5536,5030,"['paper', 'fibre', 'mm']"
5537,5031,"['paper', 'fibre']"
5538,5032,"['fibre', 'mm']"
5539,5033,['mm']
5540,5034,"['paper', 'fibre', 'belt', 'cm', 'sheet', 'mm']"
5541,5035,"['paper', 'fibre']"
5542,5036,"['paper', 'fibre']"
5543,5037,[]
5544,5038,"['cellulose', 'wadding', 'webs', 'cellulose', 'fibre']"
5545,5039,"['paper', 'kind', 'forhousehold']"
5546,5042,"['tube', 'polymer', 'ethylene']"
5547,5043,"['tube', 'polymer', 'propylene']"
5548,5044,"['tube', 'polymer', 'vinyl', 'chloride']"
5549,5045,"['acid', 'salt', 'ester']"
5550,5046,"['acid', 'salt', 'ester']"
5551,5047,['naphtha']
5552,5048,"['aviation', 'gasoline']"
5553,5049,['gasoline']
5554,5050,"['kerosene', 'aviation']"
5555,5051,['kerosene']
5556,5052,"['diesel', 'oil']"
5557,5053,"['fuel', 'oil']"
5558,5054,"['fuel', 'oil']"
5559,5055,[]
5560,5056,"['mixture', 'alkylene']"
5561,5057,['oil']
5562,5058,['oil']
5563,5059,['hexane']
5564,5060,['turpentine']
5565,5061,"['mineral', 'oil', 'oil', 'vaseline', 'paraffin']"
5566,5062,"['liquid', 'transmission']"
5567,5063,"['oil', 'isolation']"
5568,5064,"['oil', 'mineral', 'preparation']"
5569,5065,['hexane']
5570,5066,[]
5571,5067,"['mixture', 'alkylene']"
5572,5068,['spirit']
5573,5069,"['petro', 'chemical', 'industry']"
5574,5070,['naphtha']
5575,5071,"['gasoline', 'aviation']"
5576,5072,['sodium']
5577,5073,"['fulminate', 'cyanate', 'thiocyanate']"
5578,5074,"['sodium', 'metasilicate']"
5579,5075,"['sodium', 'silicate']"
5580,5076,"['potassium', 'silicate']"
5581,5077,"['magnesium', 'metasilicate']"
5582,5078,"['aluminium', 'silicate']"
5583,5079,"['zirconium', 'silicate']"
5584,5080,"['lead', 'silicate']"
5585,5081,"['potassium', 'silicate']"
5586,5082,['silicate']
5587,5083,"['disodium', 'tetraborate', 'borax']"
5588,5084,"['disodium', 'tetraborate', 'borax']"
5589,5085,['borate']
5590,5086,"['peroxoborate', 'perborate']"
5591,5087,['aluminate']
5592,5088,['aluminate']
5593,5089,"['bismuth', 'aluminate']"
5594,5090,['aluminate']
5595,5091,"['chromate', 'zinc', 'lead']"
5596,5092,[]
5597,5093,"['potassium', 'dichromate']"
5598,5094,"['ammonium', 'chromate', 'ammonium', 'dichromate']"
5599,5095,"['potassium', 'chromate']"
5600,5096,"['sodium', 'chromate']"
5601,5097,"['potassium', 'dichromate']"
5602,5098,"['zinc', 'chromate']"
5603,5099,['lead']
5604,5100,"['octylphenol', 'nonylphenol', 'isomer', 'salt']"
5605,5101,"['xylenol', 'salt']"
5606,5102,"['beta', 'naphthol', 'salt']"
5607,5103,"['naphthol', 'salt']"
5608,5104,"['di', 'p', 'cresol', 'salt']"
5609,5105,"['o', 'phenylphenol', 'salt']"
5610,5106,"['p', 'tert', 'butylphenol', 'salt']"
5611,5107,"['xylenol', 'salt']"
5612,5108,['monophenol']
5613,5109,"['resorcinol', 'salt']"
5614,5110,"['hydroquinone', 'quinol', 'salt']"
5615,5111,['salt']
5616,5112,['polyphenol']
5617,5113,"['phenol', 'alcohol']"
5618,5114,"['chloro', 'm', 'cresol', 'salt']"
5619,5115,"['dichorophenol', 'salt']"
5620,5116,"['p', 'chlorophenol']"
5621,5117,"['trichlorophenol', 'salt']"
5622,5118,"['tetrachlorophenol', 'salt']"
5623,5119,"['pentachlorophenol', 'salt']"
5624,5120,"['phenol', 'salt']"
5625,5121,['tribromophenol']
5626,5122,"['phenol', 'salt', 'bromin']"
5627,5123,['salt']
5628,5124,"['acid', 'salt', 'ester']"
5629,5125,"['acid', 'salt', 'ester']"
5630,5126,"['acid', 'salt', 'ester']"
5631,5127,"['acifluorfen', 'sodium']"
5632,5128,[]
5633,5129,"['alfa', 'alfa']"
5634,5130,['methyl']
5635,5131,['fenofibrate']
5636,5132,"['acid', 'salt', 'ester']"
5637,5133,[]
5638,5134,"['diiodophenyl', 'acid']"
5639,5135,['der']
5640,5136,"['ester', 'tributyl']"
5641,5137,"['ester', 'tricresyl']"
5642,5138,"['ester', 'triphenyl']"
5643,5139,[]
5644,5140,"['calcium', 'lactophosphate']"
5645,5141,['chlorfenvinphos']
5646,5142,['dibromopropyl']
5647,5143,"['ester', 'salt']"
5648,5144,['dibromopropyl']
5649,5145,"['ester', 'salt', 'tributyl']"
5650,5146,['gasoline']
5651,5147,"['n', 'phenyl', 'p', 'phenylenediamine', 'salt']"
5652,5148,"['derivative', 'phenylenediamine', 'salt']"
5653,5149,[]
5654,5150,['alumina']
5655,5151,"['aluminium', 'oxide']"
5656,5152,"['aluminium', 'hydroxide']"
5657,5153,"['chromium', 'trioxide']"
5658,5154,['chromium']
5659,5155,"['chromium', 'hydroxide']"
5660,5156,['dioxide']
5661,5157,['oxide']
5662,5158,"['trioxide', 'sesquioxide']"
5663,5159,"['oxide', 'saline', 'oxide']"
5664,5160,['anhydride']
5665,5161,"['iron', 'weight']"
5666,5162,['oxide']
5667,5163,"['oxide', 'iron', 'oxide']"
5668,5164,"['iron', 'hydroxide']"
5669,5165,['iron']
5670,5166,['earth']
5671,5167,"['tetraoxide', 'cobalt', 'saline', 'oxide']"
5672,5168,['hydroxide']
5673,5169,"['titanium', 'anatase', 'type']"
5674,5170,"['titanium', 'type']"
5675,5171,['titanium']
5676,5172,"['monoxide', 'litharge']"
5677,5173,['dichlorodifluoromethane']
5678,5174,['trichlorotrifluoroethane']
5679,5175,"['dichlorotetrafluoroethane', 'chloropentafluoroethane']"
5680,5176,['chlorotrifluoromethane']
5681,5177,['chlorotrifluoromethane']
5682,5178,['tetrachlorodifluoroethane']
5683,5179,['heptachlorofluoropropane']
5684,5180,['hexachlorodifluoropropane']
5685,5181,['pentachlorotrifluoropropane']
5686,5182,['tetrachlorotetrafluoropropane']
5687,5183,['trichloropentafluoropropane']
5688,5184,['dichlorohexafluoropropane']
5689,5185,['chloroheptafluoropropane']
5690,5186,"['fluorine', 'chlorine']"
5691,5187,[]
5692,5188,[]
5693,5189,[]
5694,5190,[]
5695,5191,"['contraceptive', 'rubber']"
5696,5192,"['ice', 'bag', 'water', 'rubber']"
5697,5193,['article']
5698,5194,"['glove', 'rubber']"
5699,5195,"['glove', 'rubber']"
5700,5196,['accessory']
5701,5197,"['part', 'automobile']"
5702,5198,[]
5703,5199,"['wood', 'sawn', 'sheet']"
5704,5201,"['incienso', 'wood', 'sawn', 'sheet']"
5705,5202,"['wood', 'sawn', 'sheet']"
5706,5206,"['wood', 'sheet', 'mm']"
5707,5207,"['wood', 'sheet', 'mm']"
5708,5208,['sheet']
5709,5209,"['sheet', 'wood']"
5710,5210,['paper']
5711,5212,"['paper', 'roll', 'sheet']"
5712,5213,"['roll', 'sheet']"
5713,5214,"['straw', 'paper', 'roll', 'sheet']"
5714,5215,"['paper', 'roll', 'sheet']"
5715,5216,"['paper', 'roll', 'sheet']"
5716,5217,"['paper', 'ply']"
5717,5218,"['paper', 'ply']"
5718,5219,[]
5719,5220,['paper']
5720,5221,[]
5721,5222,['impreg']
5722,5223,['paper']
5723,5224,"['silicon', 'roll', 'sheet']"
5724,5225,"['reservoir', 'tank', 'vat', 'plastic']"
5725,5226,"['door', 'window', 'frame', 'threshold', 'plastic']"
5726,5227,"['shutter', 'blind', 'article', 'part', 'plastic']"
5727,5228,"['builder', 'ware', 'plastic']"
5728,5229,"['artifact', 'building', 'polystyrene']"
5729,5230,"['artifact', 'building']"
5730,5231,"['article', 'office', 'school', 'supply', 'plastic']"
5731,5232,"['article', 'apparel', 'accessory', 'plastic']"
5732,5233,"['fitting', 'forfurniture', 'coachwork', 'plastic']"
5733,5234,"['statuette', 'article', 'plastic']"
5734,5235,"['washer', 'plastic']"
5735,5236,"['transmission', 'belt', 'belting', 'plastic']"
5736,5237,"['conveyor', 'elevator', 'belt', 'belting', 'plastic']"
5737,5238,"['bag', 'use', 'hemodialysis']"
5738,5239,"['bag', 'colostomy', 'ileostomy', 'urostomy']"
5739,5240,"['bag', 'use', 'hemodialysis']"
5740,5241,"['bag', 'use']"
5741,5242,"['skin', 'sheep', 'parchment']"
5742,5244,"['skin', 'goat', 'vegetable']"
5743,5245,"['skin', 'goat', 'chromo', 'blue']"
5744,5246,"['skin', 'goat', 'way']"
5745,5247,"['skin', 'goat']"
5746,5248,"['skin', 'goat', 'chromo']"
5747,5249,"['skin', 'goat', 'prepar']"
5748,5250,"['leather', 'skin', 'goat']"
5749,5251,"['leather', 'skin', 'goat', 'state']"
5750,5252,"['leather', 'skin', 'goat', 'state']"
5751,5253,"['leather', 'skin', 'goat']"
5752,5255,"['leather', 'skin', 'swine']"
5753,5256,"['leather', 'skin', 'state']"
5754,5258,"['door', 'frame', 'threshold', 'wood']"
5755,5259,"['wood', 'panel', 'parquet']"
5756,5260,"['wood', 'shuttering', 'concrete']"
5757,5261,"['shingle', 'shake', 'wood', 'roof']"
5758,5262,"['beam', 'post', 'wood']"
5759,5263,"['panel', 'floor']"
5760,5264,"['panel', 'floor', 'layer']"
5761,5265,"['panel', 'floor']"
5762,5266,"['work', 'joinery', 'carpentry', 'forconstruction']"
5763,5267,"['tableware', 'kitchenware', 'wood']"
5764,5268,"['statuette', 'object', 'wood', 'ornament']"
5765,5269,"['wood', 'safe', 'wood']"
5766,5270,"['wood', 'hanger', 'clothing']"
5767,5271,"['article', 'wood']"
5768,5273,"['waste', 'cork', 'cork']"
5769,5275,"['stopper', 'cork']"
5770,5277,[]
5771,5278,"['roll', 'sheet']"
5772,5279,"['plastic', 'roll', 'sheet']"
5773,5280,[]
5774,5281,"['strip', 'cm', 'mm']"
5775,5282,"['paper', 'paperboard', 'self', 'roll', 'sheet']"
5776,5283,"['paper', 'paperboard', 'self', 'strip', 'cm']"
5777,5284,"['paper', 'paperboard', 'roll', 'sheet']"
5778,5285,[]
5779,5286,"['paper', 'roll', 'sheet']"
5780,5287,"['mixture', 'rubber', 'rubber']"
5781,5288,"['rubber', 'artificial']"
5782,5289,"['isoprene', 'rubber', 'foil', 'sheet']"
5783,5290,"['ethylene', 'propylene']"
5784,5291,"['acrylonitrile', 'butadiene', 'rubber']"
5785,5292,"['rubber', 'foil']"
5786,5293,"['rubber', 'form', 'plate']"
5787,5294,"['paring', 'rubber']"
5788,5295,"['skin', 'bovine', 'grain']"
5789,5296,"['leather', 'skin', 'equine']"
5790,5297,"['leather', 'skin', 'bovine', 'grain', 'split']"
5791,5298,"['leather', 'skin', 'equine', 'grain', 'split']"
5792,5299,"['leather', 'skin', 'bovine']"
5793,5300,"['leather', 'skin', 'equine']"
5794,5301,"['leather', 'skin', 'chamois', 'chamois']"
5795,5302,"['leather', 'skin']"
5796,5303,"['leather', 'skin', 'metallic']"
5797,5304,"['leather', 'skin', 'chip', 'waste']"
5798,5305,"['leather', 'foil', 'leave', 'strip']"
5799,5306,"['leather', 'sheep']"
5800,5307,"['goat', 'leather']"
5801,5308,"['leather', 'tanning']"
5802,5309,"['leather', 'tanning']"
5803,5310,"['reptiles', 'leather', 'tanning']"
5804,5311,"['leather', 'animal', 'tanning']"
5805,5320,"['cotton', 'linter', 'pulp']"
5806,5324,"['pulp', 'cellulosic', 'material']"
5807,5329,"['filter', 'block', 'slab', 'plate', 'paper', 'pulp']"
5808,5330,"['cigarette', 'paper', 'form', 'booklet', 'tube']"
5809,5331,"['cigarette', 'paper', 'roll', 'cm']"
5810,5332,"['paper', 'cigarette']"
5811,5333,"['ingrain', 'paper']"
5812,5334,[]
5813,5335,"['wallpaper', 'plaiting', 'material']"
5814,5336,"['wall', 'paper']"
5815,5337,"['floor', 'covering', 'base', 'paper', 'paperboard']"
5816,5338,"['carbon', 'paper', 'box']"
5817,5339,"['self', 'copy', 'paper', 'box']"
5818,5340,"['duplicator', 'stencil']"
5819,5341,"['copy', 'duplication', 'foil', 'paper']"
5820,5342,"['carbon', 'paper', 'box']"
5821,5343,"['copy', 'duplication', 'foil']"
5822,5344,"['envelope', 'paper', 'paperboard']"
5823,5345,"['letter', 'card', 'postcard']"
5824,5346,"['ethylene', 'propylene', 'diene', 'rubber']"
5825,5347,"['carbon', 'black', 'foil']"
5826,5348,"['mixture', 'rubber', 'solution', 'dispersion']"
5827,5350,"['rubber', 'plaste', 'sheet', 'strip']"
5828,5352,"['rubber', 'form']"
5829,5353,"['camel', 'rubber']"
5830,5354,"['form', 'article', 'rubber']"
5831,5355,"['furskin', 'rabbit']"
5832,5357,['furskin']
5833,5358,"['paper', 'paperboard', 'fibre']"
5834,5359,[]
5835,5360,"['paper', 'fibre']"
5836,5361,['paper']
5837,5362,[]
5838,5363,['paper']
5839,5364,['paper']
5840,5365,[]
5841,5366,"['paper', 'c', 'fibre', 'cm', 'sheet']"
5842,5367,['fibre']
5843,5368,"['paper', 'pulp', 'carbon', 'paper']"
5844,5369,"['paper', 'pulp', 'mechanic']"
5845,5370,"['paper', 'fibre', 'cm']"
5846,5371,['paper']
5847,5372,"['binder', 'paper', 'paperboard']"
5848,5373,"['business', 'carbon', 'paper']"
5849,5374,"['album', 'sample', 'collection', 'paper', 'paperb']"
5850,5375,['paper']
5851,5376,"['label', 'paper', 'paperboard']"
5852,5377,"['label', 'paper', 'paperboard']"
5853,5378,"['bobbin', 'roll', 'paper', 'yarn']"
5854,5379,"['bobbin', 'roll', 'paper', 'forother']"
5855,5380,"['self', 'paper', 'strip', 'roll']"
5856,5381,"['cellulose', 'paper', 'self', 'strip', 'roll']"
5857,5382,"['adhesivos', 'paper', 'strip', 'roll']"
5858,5383,"['paper', 'paperboard']"
5859,5384,"['filter', 'paper']"
5860,5385,"['paper', 'paperboard', 'strip', 'roll']"
5861,5386,"['filter', 'paper', 'cellulose', 'strip', 'cm']"
5862,5387,"['paper', 'paperboard', 'cellulose']"
5863,5388,"['rubber', 'tube']"
5864,5389,['fitt']
5865,5390,"['rubber', 'tube', 'fitting']"
5866,5391,"['rubber', 'tube', 'fitt']"
5867,5392,"['rubber', 'tube']"
5868,5393,['fitting']
5869,5394,"['rubber', 'tube']"
5870,5395,"['tube', 'fitting']"
5871,5396,"['conveyor', 'belt', 'rubber', 'metal']"
5872,5397,"['conveyor', 'belt', 'rubber']"
5873,5398,"['conveyor', 'belt', 'rubber', 'plastic']"
5874,5399,"['belt', 'rubber']"
5875,5400,['belt']
5876,5401,"['furskin', 'mouse', 'musky']"
5877,5403,"['furskin', 'seal']"
5878,5407,['furskin']
5879,5408,"['furskin', 'lamb']"
5880,5413,"['article', 'apparel', 'clothing', 'accessory', 'furskin']"
5881,5415,"['fur', 'article']"
5882,5416,"['firewood', 'state']"
5883,5418,"['tube', 'plastic']"
5884,5419,"['tube', 'plastic', 'forsupport', 'mpa']"
5885,5420,"['tube', 'ethylene', 'fitting']"
5886,5421,"['tube', 'polypforhemodyalisis']"
5887,5422,"['tube', 'fitting']"
5888,5423,"['terephth', 'fit']"
5889,5424,"['tube', 'silicone', 'fitting']"
5890,5425,['tube']
5891,5426,['fitting']
5892,5427,"['plastic', 'fitting']"
5893,5428,"['tube', 'plastic', 'fitting']"
5894,5429,['tube']
5895,5430,"['fitting', 'tube', 'plastic']"
5896,5431,"['fitting', 'tube', 'plastcis', 'hemodialysis']"
5897,5432,"['fitting', 'tube', 'plastic']"
5898,5433,"['tire', 'band', 'fish', 'spine']"
5899,5434,"['tire', 'band', 'wheelwork', 'form', 'spine']"
5900,5435,['tire']
5901,5436,"['tire', 'forest', 'vehicle']"
5902,5437,"['tire', 'construction', 'vehicle', 'cm']"
5903,5438,"['tire', 'news', 'dumper']"
5904,5439,"['tire', 'construction', 'vehicle']"
5905,5440,"['tire', 'construction', 'vehicle', 'cm']"
5906,5441,"['tire', 'tractor']"
5907,5442,['tire']
5908,5443,"['tire', 'bulldozer']"
5909,5444,"['tire', 'dumper']"
5910,5445,"['rubber', 'tire']"
5911,5446,"['rubber', 'tire']"
5912,5447,"['tire', 'passenger', 'automobile']"
5913,5450,"['pau', 'marfim', 'wood', 'sawn', 'sheet']"
5914,5451,"['wood', 'sawn', 'sheet']"
5915,5458,"['wood', 'sawn', 'sheet']"
5916,5461,[]
5917,5471,"['floor', 'covering', 'polymer', 'vinyl', 'chloride']"
5918,5472,"['floor', 'covering', 'wall', 'roof', 'plastic']"
5919,5473,"['plate', 'sheet', 'adhe', 'plastic', 'roll', 'cm']"
5920,5474,"['paper', 'roll', 'sheet']"
5921,5475,"['paper', 'roll', 'sheet']"
5922,5476,['layer']
5923,5477,"['wrapping', 'paper', 'roll', 'sheet']"
5924,5478,"['paper', 'paperboard', 'roll', 'sheet']"
5925,5479,"['plate', 'polymer', 'ethylene', 'cm']"
5926,5480,"['plate', 'polymer', 'ethylene']"
5927,5481,"['plate', 'polymer']"
5928,5482,"['plate', 'polymer', 'ethylene']"
5929,5483,"['plate', 'sup']"
5930,5484,"['plate', 'sup']"
5931,5485,['sup']
5932,5486,"['plate', 'reinf']"
5933,5487,"['plate', 'styrene']"
5934,5488,"['plate', 'vinyl', 'chloride']"
5935,5489,"['plate', 'sup']"
5936,5490,[]
5937,5491,"['forpavement', 'rubber']"
5938,5492,['eraser']
5939,5493,"['washer', 'similar']"
